Gary Hansen's new data on complex index of refraction
for CO2 ice. Supercedes Warren 1986

lambda-micron        nr               ni
1.1958000e+000  1.4048464e+000  2.1089080e-008
1.1960000e+000  1.4048452e+000  2.1253452e-008
1.1961220e+000  1.4048444e+000  2.1344142e-008
1.1962000e+000  1.4048440e+000  2.1397889e-008
1.1964000e+000  1.4048428e+000  2.1500481e-008
1.1966000e+000  1.4048414e+000  2.1580253e-008
1.1968000e+000  1.4048398e+000  2.1701003e-008
1.1968380e+000  1.4048395e+000  2.1733122e-008
1.1970000e+000  1.4048382e+000  2.1861799e-008
1.1971560e+000  1.4048372e+000  2.2010406e-008
1.1972000e+000  1.4048370e+000  2.2052181e-008
1.1972250e+000  1.4048368e+000  2.2079318e-008
1.1974000e+000  1.4048358e+000  2.2261683e-008
1.1975540e+000  1.4048348e+000  2.2439895e-008
1.1976000e+000  1.4048346e+000  2.2492220e-008
1.1978000e+000  1.4048334e+000  2.2743803e-008
1.1980000e+000  1.4048322e+000  2.2964008e-008
1.1982000e+000  1.4048309e+000  2.2910632e-008
1.1982720e+000  1.4048304e+000  2.2791861e-008
1.1984000e+000  1.4048296e+000  2.2580677e-008
1.1985000e+000  1.4048291e+000  2.2195344e-008
1.1986000e+000  1.4048286e+000  2.1575308e-008
1.1986610e+000  1.4048283e+000  2.0910609e-008
1.1987000e+000  1.4048281e+000  2.0485852e-008
1.1988000e+000  1.4048275e+000  1.8834323e-008
1.1989000e+000  1.4048269e+000  1.6872450e-008
1.1989900e+000  1.4048263e+000  1.4834750e-008
1.1990000e+000  1.4048262e+000  1.4608744e-008
1.1991000e+000  1.4048255e+000  1.2191031e-008
1.1992000e+000  1.4048249e+000  1.0286325e-008
1.1993000e+000  1.4048242e+000  8.8762380e-009
1.1994000e+000  1.4048236e+000  7.9832290e-009
1.1995000e+000  1.4048231e+000  7.5343102e-009
1.1996000e+000  1.4048223e+000  7.2235441e-009
1.1997090e+000  1.4048212e+000  7.0044289e-009
1.1998000e+000  1.4048208e+000  6.8226945e-009
1.2000000e+000  1.4048201e+000  6.5646639e-009
1.2000300e+000  1.4048200e+000  6.5416227e-009
1.2001000e+000  1.4048194e+000  6.4885238e-009
1.2002000e+000  1.4048186e+000  6.4124663e-009
1.2004000e+000  1.4048170e+000  6.3850685e-009
1.2004290e+000  1.4048168e+000  6.4035639e-009
1.2006000e+000  1.4048156e+000  6.5140613e-009
1.2007510e+000  1.4048147e+000  6.7417228e-009
1.2008000e+000  1.4048144e+000  6.8156720e-009
1.2008210e+000  1.4048142e+000  6.8614681e-009
1.2010000e+000  1.4048132e+000  7.2585435e-009
1.2011120e+000  1.4048125e+000  7.5570522e-009
1.2011500e+000  1.4048123e+000  7.6595667e-009
1.2011810e+000  1.4048121e+000  7.7439765e-009
1.2012000e+000  1.4048120e+000  7.7939006e-009
1.2014000e+000  1.4048108e+000  8.4099344e-009
1.2014730e+000  1.4048103e+000  8.6573109e-009
1.2015420e+000  1.4048099e+000  8.8948393e-009
1.2016000e+000  1.4048096e+000  9.0913859e-009
1.2018000e+000  1.4048084e+000  9.8744382e-009
1.2018720e+000  1.4048079e+000  1.0206907e-008
1.2019040e+000  1.4048077e+000  1.0355428e-008
1.2020000e+000  1.4048072e+000  1.0806777e-008
1.2022000e+000  1.4048059e+000  1.1841790e-008
1.2022650e+000  1.4048054e+000  1.2209815e-008
1.2023050e+000  1.4048052e+000  1.2438888e-008
1.2024000e+000  1.4048046e+000  1.2981442e-008
1.2025000e+000  1.4048041e+000  1.3597820e-008
1.2026000e+000  1.4048033e+000  1.4227699e-008
1.2026260e+000  1.4048030e+000  1.4410798e-008
1.2027000e+000  1.4048023e+000  1.4918936e-008
1.2028000e+000  1.4048016e+000  1.5641873e-008
1.2028840e+000  1.4048012e+000  1.6340782e-008
1.2029000e+000  1.4048011e+000  1.6478842e-008
1.2029180e+000  1.4048010e+000  1.6659052e-008
1.2029880e+000  1.4048007e+000  1.7338752e-008
1.2030000e+000  1.4048006e+000  1.7453803e-008
1.2030280e+000  1.4048005e+000  1.7809382e-008
1.2031000e+000  1.4048001e+000  1.8723805e-008
1.2031730e+000  1.4047998e+000  1.9999313e-008
1.2032000e+000  1.4047996e+000  2.0473712e-008
1.2033000e+000  1.4047991e+000  2.2723755e-008
1.2033180e+000  1.4047990e+000  2.3176068e-008
1.2033530e+000  1.4047987e+000  2.4067308e-008
1.2034000e+000  1.4047983e+000  2.5268165e-008
1.2034630e+000  1.4047977e+000  2.6981829e-008
1.2035000e+000  1.4047973e+000  2.8006456e-008
1.2035680e+000  1.4047968e+000  3.0066284e-008
1.2036000e+000  1.4047966e+000  3.1055527e-008
1.2036070e+000  1.4047966e+000  3.1286538e-008
1.2036430e+000  1.4047964e+000  3.2380356e-008
1.2037880e+000  1.4047957e+000  3.6896173e-008
1.2038000e+000  1.4047956e+000  3.7283554e-008
1.2038570e+000  1.4047954e+000  3.9209940e-008
1.2039000e+000  1.4047951e+000  4.0639767e-008
1.2039330e+000  1.4047950e+000  4.1814504e-008
1.2040020e+000  1.4047946e+000  4.4354946e-008
1.2040780e+000  1.4047943e+000  4.7586795e-008
1.2041000e+000  1.4047941e+000  4.8550647e-008
1.2041470e+000  1.4047938e+000  5.1061188e-008
1.2041870e+000  1.4047934e+000  5.3165310e-008
1.2042000e+000  1.4047933e+000  5.3848174e-008
1.2042230e+000  1.4047931e+000  5.5279929e-008
1.2042930e+000  1.4047924e+000  5.9706867e-008
1.2043000e+000  1.4047923e+000  6.0180640e-008
1.2043320e+000  1.4047920e+000  6.2580098e-008
1.2043680e+000  1.4047918e+000  6.5247295e-008
1.2044000e+000  1.4047916e+000  6.7670026e-008
1.2044380e+000  1.4047915e+000  7.0722943e-008
1.2044770e+000  1.4047913e+000  7.3944809e-008
1.2045000e+000  1.4047911e+000  7.5809565e-008
1.2045130e+000  1.4047911e+000  7.6976904e-008
1.2045500e+000  1.4047908e+000  8.0329402e-008
1.2045830e+000  1.4047905e+000  8.3358788e-008
1.2046000e+000  1.4047904e+000  8.4942597e-008
1.2046220e+000  1.4047902e+000  8.7259186e-008
1.2046580e+000  1.4047899e+000  9.1004310e-008
1.2047000e+000  1.4047895e+000  9.5428868e-008
1.2047280e+000  1.4047893e+000  9.8984957e-008
1.2047500e+000  1.4047891e+000  1.0180537e-007
1.2047670e+000  1.4047890e+000  1.0437619e-007
1.2048030e+000  1.4047888e+000  1.0980584e-007
1.2048400e+000  1.4047886e+000  1.1645357e-007
1.2048500e+000  1.4047886e+000  1.1827623e-007
1.2048730e+000  1.4047885e+000  1.2292871e-007
1.2049000e+000  1.4047883e+000  1.2835843e-007
1.2049130e+000  1.4047883e+000  1.3118839e-007
1.2049500e+000  1.4047881e+000  1.3970718e-007
1.2049850e+000  1.4047879e+000  1.4824541e-007
1.2050000e+000  1.4047878e+000  1.5188152e-007
1.2050210e+000  1.4047877e+000  1.5759936e-007
1.2050500e+000  1.4047876e+000  1.6548571e-007
1.2050580e+000  1.4047875e+000  1.6784584e-007
1.2051000e+000  1.4047873e+000  1.8089393e-007
1.2051300e+000  1.4047872e+000  1.9153387e-007
1.2051500e+000  1.4047871e+000  1.9850918e-007
1.2051670e+000  1.4047870e+000  2.0486084e-007
1.2052030e+000  1.4047868e+000  2.1893652e-007
1.2052390e+000  1.4047866e+000  2.3410641e-007
1.2052760e+000  1.4047864e+000  2.4953637e-007
1.2053000e+000  1.4047863e+000  2.6007278e-007
1.2053120e+000  1.4047863e+000  2.6545624e-007
1.2053480e+000  1.4047861e+000  2.8210604e-007
1.2053840e+000  1.4047858e+000  2.9898704e-007
1.2054000e+000  1.4047857e+000  3.0639624e-007
1.2054210e+000  1.4047854e+000  3.1697244e-007
1.2054570e+000  1.4047851e+000  3.3563016e-007
1.2055000e+000  1.4047847e+000  3.5826258e-007
1.2055300e+000  1.4047844e+000  3.7567374e-007
1.2055500e+000  1.4047842e+000  3.8773896e-007
1.2055660e+000  1.4047840e+000  3.9794209e-007
1.2056020e+000  1.4047840e+000  4.2140140e-007
1.2056390e+000  1.4047840e+000  4.4784628e-007
1.2056500e+000  1.4047840e+000  4.5613021e-007
1.2056750e+000  1.4047839e+000  4.7614411e-007
1.2057000e+000  1.4047837e+000  4.9637951e-007
1.2057110e+000  1.4047835e+000  5.0707259e-007
1.2057500e+000  1.4047832e+000  5.4397238e-007
1.2057840e+000  1.4047828e+000  5.8021966e-007
1.2058000e+000  1.4047827e+000  5.9747998e-007
1.2058210e+000  1.4047824e+000  6.2372481e-007
1.2058570e+000  1.4047821e+000  6.7271133e-007
1.2058910e+000  1.4047820e+000  7.2245768e-007
1.2059000e+000  1.4047820e+000  7.3696300e-007
1.2059300e+000  1.4047820e+000  7.8824577e-007
1.2059500e+000  1.4047820e+000  8.2512915e-007
1.2059660e+000  1.4047820e+000  8.5642558e-007
1.2060020e+000  1.4047816e+000  9.3123142e-007
1.2060240e+000  1.4047814e+000  9.8179704e-007
1.2060390e+000  1.4047813e+000  1.0161678e-006
1.2060530e+000  1.4047811e+000  1.0527459e-006
1.2060750e+000  1.4047810e+000  1.1094872e-006
1.2060820e+000  1.4047810e+000  1.1299367e-006
1.2061000e+000  1.4047810e+000  1.1794784e-006
1.2061120e+000  1.4047810e+000  1.2118352e-006
1.2061260e+000  1.4047810e+000  1.2544646e-006
1.2061480e+000  1.4047810e+000  1.3206192e-006
1.2061550e+000  1.4047810e+000  1.3434708e-006
1.2061750e+000  1.4047809e+000  1.4044431e-006
1.2061840e+000  1.4047808e+000  1.4320013e-006
1.2062000e+000  1.4047807e+000  1.4791496e-006
1.2062200e+000  1.4047805e+000  1.5368629e-006
1.2062280e+000  1.4047804e+000  1.5573186e-006
1.2062430e+000  1.4047802e+000  1.5954459e-006
1.2062570e+000  1.4047801e+000  1.6296372e-006
1.2062750e+000  1.4047800e+000  1.6639308e-006
1.2062930e+000  1.4047800e+000  1.6954416e-006
1.2063010e+000  1.4047800e+000  1.7068761e-006
1.2063150e+000  1.4047800e+000  1.7186074e-006
1.2063250e+000  1.4047800e+000  1.7263973e-006
1.2063330e+000  1.4047800e+000  1.7313046e-006
1.2063500e+000  1.4047800e+000  1.7301771e-006
1.2063660e+000  1.4047800e+000  1.7175281e-006
1.2063750e+000  1.4047800e+000  1.7093808e-006
1.2063880e+000  1.4047800e+000  1.6946151e-006
1.2064030e+000  1.4047800e+000  1.6761077e-006
1.2064170e+000  1.4047800e+000  1.6518382e-006
1.2064250e+000  1.4047800e+000  1.6387926e-006
1.2064390e+000  1.4047800e+000  1.6129861e-006
1.2064500e+000  1.4047800e+000  1.5907274e-006
1.2064610e+000  1.4047800e+000  1.5670281e-006
1.2064750e+000  1.4047799e+000  1.5344035e-006
1.2064900e+000  1.4047798e+000  1.4988031e-006
1.2065000e+000  1.4047797e+000  1.4740449e-006
1.2065110e+000  1.4047796e+000  1.4406465e-006
1.2065190e+000  1.4047795e+000  1.4178052e-006
1.2065340e+000  1.4047793e+000  1.3751931e-006
1.2065500e+000  1.4047792e+000  1.3285485e-006
1.2065660e+000  1.4047790e+000  1.2796942e-006
1.2065850e+000  1.4047790e+000  1.2275771e-006
1.2066030e+000  1.4047790e+000  1.1754574e-006
1.2066210e+000  1.4047790e+000  1.1200715e-006
1.2066500e+000  1.4047790e+000  1.0381916e-006
1.2066570e+000  1.4047790e+000  1.0167845e-006
1.2066760e+000  1.4047789e+000  9.6686792e-007
1.2066910e+000  1.4047788e+000  9.2621318e-007
1.2067000e+000  1.4047787e+000  9.0360593e-007
1.2067120e+000  1.4047786e+000  8.7317433e-007
1.2067300e+000  1.4047784e+000  8.2887979e-007
1.2067500e+000  1.4047782e+000  7.8333684e-007
1.2067670e+000  1.4047780e+000  7.4620291e-007
1.2068030e+000  1.4047776e+000  6.6993550e-007
1.2068400e+000  1.4047773e+000  6.0350784e-007
1.2068500e+000  1.4047772e+000  5.8527522e-007
1.2068760e+000  1.4047770e+000  5.4297254e-007
1.2069000e+000  1.4047770e+000  5.0559417e-007
1.2069120e+000  1.4047770e+000  4.8862839e-007
1.2069500e+000  1.4047770e+000  4.3912245e-007
1.2069850e+000  1.4047768e+000  3.9803589e-007
1.2070000e+000  1.4047767e+000  3.8153945e-007
1.2070210e+000  1.4047765e+000  3.6150010e-007
1.2070500e+000  1.4047762e+000  3.3497867e-007
1.2070580e+000  1.4047761e+000  3.2845879e-007
1.2071000e+000  1.4047757e+000  2.9609868e-007
1.2071310e+000  1.4047754e+000  2.7620256e-007
1.2071500e+000  1.4047752e+000  2.6442972e-007
1.2071670e+000  1.4047750e+000  2.5420270e-007
1.2072040e+000  1.4047748e+000  2.3250913e-007
1.2072400e+000  1.4047746e+000  2.1408040e-007
1.2072500e+000  1.4047746e+000  2.0884636e-007
1.2072770e+000  1.4047745e+000  1.9687085e-007
1.2073000e+000  1.4047743e+000  1.8672920e-007
1.2073130e+000  1.4047743e+000  1.8220608e-007
1.2073500e+000  1.4047741e+000  1.6891449e-007
1.2073850e+000  1.4047739e+000  1.5783168e-007
1.2074000e+000  1.4047738e+000  1.5334662e-007
1.2074230e+000  1.4047737e+000  1.4734431e-007
1.2074500e+000  1.4047736e+000  1.4019882e-007
1.2074580e+000  1.4047736e+000  1.3822997e-007
1.2075000e+000  1.4047733e+000  1.2851049e-007
1.2075310e+000  1.4047732e+000  1.2234467e-007
1.2075500e+000  1.4047731e+000  1.1868542e-007
1.2075690e+000  1.4047730e+000  1.1553536e-007
1.2076040e+000  1.4047727e+000  1.0959985e-007
1.2076410e+000  1.4047723e+000  1.0401974e-007
1.2076500e+000  1.4047722e+000  1.0275197e-007
1.2076770e+000  1.4047719e+000  9.8996609e-008
1.2077000e+000  1.4047717e+000  9.5842383e-008
1.2077140e+000  1.4047716e+000  9.4207756e-008
1.2077870e+000  1.4047709e+000  8.5991014e-008
1.2078000e+000  1.4047708e+000  8.4578107e-008
1.2078230e+000  1.4047707e+000  8.2569943e-008
1.2078600e+000  1.4047704e+000  7.9308290e-008
1.2079000e+000  1.4047702e+000  7.5870723e-008
1.2079300e+000  1.4047700e+000  7.3779027e-008
1.2079690e+000  1.4047698e+000  7.1153293e-008
1.2080060e+000  1.4047696e+000  6.8655130e-008
1.2080760e+000  1.4047693e+000  6.4621411e-008
1.2081000e+000  1.4047691e+000  6.3268117e-008
1.2081150e+000  1.4047691e+000  6.2581511e-008
1.2081520e+000  1.4047689e+000  6.0830765e-008
1.2082000e+000  1.4047686e+000  5.8619912e-008
1.2082220e+000  1.4047685e+000  5.7739309e-008
1.2082610e+000  1.4047683e+000  5.6241227e-008
1.2083000e+000  1.4047681e+000  5.4705549e-008
1.2083710e+000  1.4047678e+000  5.2225935e-008
1.2084070e+000  1.4047676e+000  5.1019697e-008
1.2085000e+000  1.4047671e+000  4.8018330e-008
1.2085150e+000  1.4047671e+000  4.7568848e-008
1.2086000e+000  1.4047664e+000  4.4932126e-008
1.2086610e+000  1.4047659e+000  4.3115589e-008
1.2087000e+000  1.4047656e+000  4.1939672e-008
1.2087370e+000  1.4047653e+000  4.0909818e-008
1.2088070e+000  1.4047648e+000  3.8952719e-008
1.2089000e+000  1.4047640e+000  3.6465067e-008
1.2089500e+000  1.4047636e+000  3.5266896e-008
1.2090000e+000  1.4047632e+000  3.4227372e-008
1.2090500e+000  1.4047629e+000  3.3589932e-008
1.2091000e+000  1.4047627e+000  3.3371946e-008
1.2091370e+000  1.4047626e+000  3.3612555e-008
1.2091500e+000  1.4047625e+000  3.3696629e-008
1.2092000e+000  1.4047623e+000  3.4335995e-008
1.2093000e+000  1.4047618e+000  3.6001741e-008
1.2094000e+000  1.4047610e+000  3.7610980e-008
1.2095000e+000  1.4047602e+000  3.9053012e-008
1.2095380e+000  1.4047599e+000  3.9464273e-008
1.2095500e+000  1.4047599e+000  3.9592681e-008
1.2096000e+000  1.4047596e+000  3.9974532e-008
1.2096500e+000  1.4047593e+000  4.0223575e-008
1.2097000e+000  1.4047590e+000  4.0347494e-008
1.2098000e+000  1.4047584e+000  4.0492350e-008
1.2098680e+000  1.4047580e+000  4.0478259e-008
1.2099000e+000  1.4047578e+000  4.0472590e-008
1.2100000e+000  1.4047572e+000  4.0368092e-008
1.2101000e+000  1.4047566e+000  4.0178834e-008
1.2102000e+000  1.4047560e+000  3.9923095e-008
1.2102500e+000  1.4047557e+000  3.9708050e-008
1.2102700e+000  1.4047555e+000  3.9587355e-008
1.2103000e+000  1.4047554e+000  3.9410158e-008
1.2103500e+000  1.4047551e+000  3.9018815e-008
1.2104000e+000  1.4047548e+000  3.8560978e-008
1.2104500e+000  1.4047545e+000  3.7996182e-008
1.2105000e+000  1.4047542e+000  3.7386066e-008
1.2106010e+000  1.4047536e+000  3.6084788e-008
1.2107000e+000  1.4047530e+000  3.4870908e-008
1.2108000e+000  1.4047524e+000  3.3712742e-008
1.2109330e+000  1.4047516e+000  3.2286419e-008
1.2110030e+000  1.4047511e+000  3.1535647e-008
1.2112000e+000  1.4047500e+000  2.9562972e-008
1.2112500e+000  1.4047497e+000  2.9088035e-008
1.2113340e+000  1.4047492e+000  2.8314073e-008
1.2114000e+000  1.4047488e+000  2.7708295e-008
1.2115000e+000  1.4047482e+000  2.6826520e-008
1.2116000e+000  1.4047476e+000  2.5960025e-008
1.2116670e+000  1.4047472e+000  2.5393539e-008
1.2117000e+000  1.4047470e+000  2.5113637e-008
1.2117370e+000  1.4047467e+000  2.4805837e-008
1.2117500e+000  1.4047467e+000  2.4700997e-008
1.2118000e+000  1.4047464e+000  2.4279644e-008
1.2119000e+000  1.4047458e+000  2.3455157e-008
1.2120000e+000  1.4047452e+000  2.2648859e-008
1.2120680e+000  1.4047448e+000  2.2107098e-008
1.2121000e+000  1.4047446e+000  2.1852074e-008
1.2122000e+000  1.4047440e+000  2.1073484e-008
1.2122500e+000  1.4047437e+000  2.0690412e-008
1.2123000e+000  1.4047434e+000  2.0292837e-008
1.2124020e+000  1.4047427e+000  1.9495690e-008
1.2124720e+000  1.4047423e+000  1.8952638e-008
1.2125000e+000  1.4047422e+000  1.8737908e-008
1.2126000e+000  1.4047414e+000  1.7940470e-008
1.2127500e+000  1.4047402e+000  1.6763366e-008
1.2128030e+000  1.4047399e+000  1.6364540e-008
1.2129000e+000  1.4047395e+000  1.5646779e-008
1.2130000e+000  1.4047391e+000  1.4913495e-008
1.2131000e+000  1.4047384e+000  1.4224496e-008
1.2131370e+000  1.4047381e+000  1.3984549e-008
1.2132000e+000  1.4047376e+000  1.3583655e-008
1.2132080e+000  1.4047376e+000  1.3535472e-008
1.2132500e+000  1.4047372e+000  1.3276228e-008
1.2133000e+000  1.4047368e+000  1.2984225e-008
1.2134000e+000  1.4047360e+000  1.2432976e-008
1.2135000e+000  1.4047352e+000  1.1926057e-008
1.2135390e+000  1.4047349e+000  1.1732334e-008
1.2136000e+000  1.4047346e+000  1.1430643e-008
1.2137500e+000  1.4047337e+000  1.0784922e-008
1.2138000e+000  1.4047334e+000  1.0573832e-008
1.2138740e+000  1.4047329e+000  1.0278889e-008
1.2139440e+000  1.4047325e+000  9.9983685e-009
1.2140000e+000  1.4047322e+000  9.7775996e-009
1.2142500e+000  1.4047307e+000  8.8267748e-009
1.2142750e+000  1.4047305e+000  8.7283950e-009
1.2143130e+000  1.4047303e+000  8.5835270e-009
1.2145000e+000  1.4047292e+000  7.8658929e-009
1.2146110e+000  1.4047285e+000  7.4223824e-009
1.2146820e+000  1.4047281e+000  7.1421118e-009
1.2147500e+000  1.4047277e+000  6.8718448e-009
1.2150000e+000  1.4047262e+000  5.8196648e-009
1.2150130e+000  1.4047261e+000  5.7682893e-009
1.2150510e+000  1.4047259e+000  5.6189859e-009
1.2152500e+000  1.4047247e+000  4.8394845e-009
1.2153000e+000  1.4047244e+000  4.6541929e-009
1.2154200e+000  1.4047236e+000  4.2184450e-009
1.2155000e+000  1.4047232e+000  3.9302845e-009
1.2157000e+000  1.4047220e+000  3.2871110e-009
1.2157510e+000  1.4047217e+000  3.1350668e-009
1.2159000e+000  1.4047208e+000  2.7348719e-009
1.2160000e+000  1.4047202e+000  2.5217273e-009
1.2160890e+000  1.4047196e+000  2.3861390e-009
1.2161600e+000  1.4047192e+000  2.2788536e-009
1.2162000e+000  1.4047190e+000  2.2175687e-009
1.2162500e+000  1.4047187e+000  2.1780744e-009
1.2163000e+000  1.4047184e+000  2.1430291e-009
1.2164000e+000  1.4047178e+000  2.1586930e-009
1.2164910e+000  1.4047172e+000  2.2265214e-009
1.2165000e+000  1.4047172e+000  2.2335079e-009
1.2167500e+000  1.4047157e+000  2.5497161e-009
1.2168000e+000  1.4047154e+000  2.6130508e-009
1.2169000e+000  1.4047148e+000  2.7569729e-009
1.2170000e+000  1.4047142e+000  2.9016933e-009
1.2172310e+000  1.4047128e+000  3.2867949e-009
1.2172500e+000  1.4047127e+000  3.3181338e-009
1.2175000e+000  1.4047112e+000  3.7396862e-009
1.2175700e+000  1.4047107e+000  3.8719638e-009
1.2176410e+000  1.4047103e+000  4.0048413e-009
1.2177500e+000  1.4047097e+000  4.2106394e-009
1.2179720e+000  1.4047083e+000  4.6313749e-009
1.2180000e+000  1.4047082e+000  4.6837242e-009
1.2182500e+000  1.4047067e+000  5.2366918e-009
1.2183000e+000  1.4047064e+000  5.3483984e-009
1.2183830e+000  1.4047059e+000  5.5586721e-009
1.2185000e+000  1.4047052e+000  5.8560162e-009
1.2187140e+000  1.4047035e+000  6.4896595e-009
1.2187540e+000  1.4047032e+000  6.6076127e-009
1.2188000e+000  1.4047028e+000  6.7441317e-009
1.2190000e+000  1.4047012e+000  7.4191317e-009
1.2190550e+000  1.4047008e+000  7.6437519e-009
1.2191260e+000  1.4047004e+000  7.9319435e-009
1.2192000e+000  1.4047000e+000  8.2343539e-009
1.2192500e+000  1.4046997e+000  8.4682303e-009
1.2193000e+000  1.4046994e+000  8.7087239e-009
1.2194000e+000  1.4046988e+000  9.2753566e-009
1.2194570e+000  1.4046984e+000  9.6779293e-009
1.2195000e+000  1.4046982e+000  9.9761979e-009
1.2196000e+000  1.4046977e+000  1.0913574e-008
1.2197000e+000  1.4046973e+000  1.2091815e-008
1.2198000e+000  1.4046968e+000  1.3292574e-008
1.2198700e+000  1.4046963e+000  1.4179624e-008
1.2199000e+000  1.4046960e+000  1.4566337e-008
1.2200000e+000  1.4046952e+000  1.6012149e-008
1.2200190e+000  1.4046951e+000  1.6307540e-008
1.2201000e+000  1.4046947e+000  1.7604807e-008
1.2201710e+000  1.4046944e+000  1.8880730e-008
1.2202000e+000  1.4046943e+000  1.9397753e-008
1.2203000e+000  1.4046938e+000  2.1358990e-008
1.2203160e+000  1.4046937e+000  2.1717605e-008
1.2203500e+000  1.4046934e+000  2.2455293e-008
1.2204000e+000  1.4046930e+000  2.3541002e-008
1.2205000e+000  1.4046922e+000  2.5862260e-008
1.2205440e+000  1.4046919e+000  2.6953937e-008
1.2205740e+000  1.4046918e+000  2.7706387e-008
1.2206000e+000  1.4046916e+000  2.8375248e-008
1.2206140e+000  1.4046916e+000  2.8813645e-008
1.2206480e+000  1.4046914e+000  2.9836319e-008
1.2207000e+000  1.4046911e+000  3.1449146e-008
1.2207230e+000  1.4046910e+000  3.2385217e-008
1.2208000e+000  1.4046906e+000  3.5639780e-008
1.2208420e+000  1.4046904e+000  3.7928925e-008
1.2208500e+000  1.4046904e+000  3.8379959e-008
1.2208720e+000  1.4046903e+000  3.9770923e-008
1.2209000e+000  1.4046901e+000  4.1608086e-008
1.2209160e+000  1.4046901e+000  4.2854190e-008
1.2209500e+000  1.4046899e+000  4.5432069e-008
1.2209910e+000  1.4046896e+000  4.8996576e-008
1.2210000e+000  1.4046895e+000  4.9792711e-008
1.2210210e+000  1.4046894e+000  5.1875830e-008
1.2210500e+000  1.4046892e+000  5.4834858e-008
1.2210650e+000  1.4046891e+000  5.6551541e-008
1.2211000e+000  1.4046889e+000  6.0400203e-008
1.2211400e+000  1.4046885e+000  6.5350345e-008
1.2211500e+000  1.4046884e+000  6.6585015e-008
1.2211700e+000  1.4046882e+000  6.9238083e-008
